aebson,1.0
aecia,-1.0
aecio,1.0
aedes,-1.0
aedio,1.0
aedson,1.0
aelcio,1.0
aelco,1.0
aeldivan,1.0
aelerson,1.0
aeleson,1.0
aeliana,-1.0
aelimar,-1.0
aelinton,1.0
aelio,1.0
aelliton,1.0
aelly,-1.0
aelma,-1.0
aelson,1.0
aelton,1.0
aendel,1.0
aender,1.0
aene,-1.0
aercio,1.0
aerlison,1.0
aerolande,1.0
aerto,1.0
aerton,1.0
aerty,1.0
aerveles,-1.0
aesio,1.0
aessio,1.0
aeston,1.0
aete,1.0
aeudo,1.0
aeverton,1.0
afanoil,1.0
aferbeca,-1.0
afezil,1.0
affonso,1.0
afhonso,1.0
afilenio,1.0
afimar,1.0
aflandson,1.0
aflaudisio,1.0
afoncio,1.0
afonco,1.0
afonsa,-1.0
afonsiana,-1.0
afonsina,-1.0
afonso,0.990909090909
afra,-1.0
afranio,1.0
afraudizio,1.0
africo,1.0
afrisio,1.0
afrodisio,1.0
agabatan,1.0
agaci,1.0
agacildo,1.0
agacy,1.0
agadson,1.0
agaildo,1.0
agailton,1.0
agamedes,1.0
agamenon,0.925925925926
agapito,1.0
agapto,1.0
agar,0.0
agata,-1.0
agatha,-1.0
agathys,-1.0
agberto,1.0
agda,-1.0
agean,1.0
ageane,-1.0
agedeon,1.0
ageila,-1.0
ageilsa,-1.0
ageilson,1.0
agelandio,1.0
agelita,-1.0
agelma,-1.0
agemiro,1.0
agenaldo,1.0
agenalva,-1.0
agenario,1.0
ageneilton,1.0
ageneldo,1.0
agenezio,1.0
ageni,1.0
agenicio,1.0
agenil,1.0
agenilda,-1.0
agenildo,1.0
agenilson,1.0
agenilton,1.0
agenivaldo,1.0
agenor,1.0
agenora,-1.0
agentil,1.0
agerino,1.0
agesilau,1.0
agesildo,1.0
agessander,1.0
ageu,1.0
ageuco,1.0
ageyse,-1.0
aghata,-1.0
agide,1.0
agil,1.0
agila,-1.0
agilberto,1.0
agildo,1.0
agiles,1.0
agileu,1.0
agilio,1.0
agilsander,1.0
agilson,1.0
agimar,1.0
agimiro,1.0
aginaldo,1.0
aginerio,1.0
aginoel,1.0
aglaciane,-1.0
aglae,-1.0
aglai,-1.0
aglaia,-1.0
aglaildo,1.0
aglailson,1.0
aglailton,1.0
aglair,0.0
aglaires,-1.0
aglecio,1.0
aglei,1.0
aglenilson,1.0
agleydsow,1.0
agli,1.0
agliberto,1.0
agmair,1.0
agmar,0.875
agmaraes,1.0
agmaregison,1.0
agmaria,-1.0
agmario,1.0
agmon,1.0
agna,-1.0
agnailda,-1.0
agnailza,-1.0
agnair,1.0
agnalba,-1.0
agnalda,-1.0
agnaldo,1.0
agnatelma,-1.0
agnei,1.0
agnel,1.0
agnela,-1.0
agneli,1.0
agnelia,-1.0
agnelino,1.0
agnelio,1.0
agnelo,1.0
agnelson,1.0
agner,1.0
agnes,-0.833333333333
agneuson,1.0
agneza,-1.0
agnizio,1.0
agno,1.0
agnolio,1.0
agnom,1.0
agnomar,1.0
agnor,1.0
agnus,1.0
agomar,1.0
agontijo,1.0
agostiana,-1.0
agostina,-1.0
agostinha,-1.0
agostinho,1.0
agraci,1.0
agrailson,1.0
agralio,1.0
agrecino,1.0
agreud,1.0
agriana,-1.0
agricio,1.0
agrijefferson,1.0
agrimaldo,1.0
agrimar,1.0
agrimon,1.0
agrinaldo,1.0
agrinaria,-1.0
agripino,1.0
agrisio,1.0
agta,-1.0
agtam,1.0
agton,1.0
agueda,-1.0
aguelino,1.0
agueuri,1.0
aguiberto,1.0
aguida,-1.0
aguido,1.0
aguifaildo,1.0
aguilar,1.0
aguiler,1.0
aguilera,1.0
aguillar,1.0
aguimael,1.0
aguimair,1.0
aguimar,0.904761904762
aguinailda,-1.0
aguinaildo,1.0
aguinalda,-1.0
aguinaldo,1.0
aguinan,1.0
aguinardo,1.0
aguinel,1.0
aguinelio,1.0
aguinon,1.0
aguiomar,1.0
aguismeire,-1.0
aguivanildo,1.0
agustavo,1.0
agustinho,1.0
agustino,1.0
ahe,1.0
ahilcson,1.0
ahilton,1.0
ahmed,1.0
ahrnon,1.0
aiala,0.0
aialem,-1.0
aian,1.0
aiana,-1.0
aiandra,-1.0
aiane,-1.0
aias,1.0
aibi,1.0
aid,1.0
aida,-1.0
aidamar,-1.0
aidan,1.0
aide,-0.4
aidenice,-1.0
aides,-1.0
aidil,-1.0
aidney,1.0
aido,1.0
aier,1.0
aifa,-1.0
aiken,1.0
aila,-1.0
ailan,1.0
ailandra,-1.0
ailane,-1.0
ailce,-1.0
ailci,1.0
ailda,-1.0
aildo,1.0
aildon,1.0
ailer,1.0
ailgo,1.0
ailin,-1.0
aillin,-1.0
ailma,-1.0
ailnete,-1.0
ailon,1.0
ailsa,-1.0
ailso,1.0
ailson,1.0
ailtania,-1.0
ailthon,1.0
ailto,1.0
ailtom,1.0
ailton,0.996655518395
ailza,-1.0
aimar,1.0
aimee,-1.0
aimore,1.0
aingred,-1.0
ainoa,-1.0
ainoam,-1.0
aioub,1.0
air,0.818181818182
aira,-1.0
airae,-1.0
airailton,1.0
airam,-1.0
airan,-0.714285714286
airaneide,-1.0
airde,-1.0
airedin,1.0
aires,0.666666666667
airizon,1.0
airlan,1.0
airles,-1.0
airlon,1.0
airo,1.0
airon,1.0
airson,1.0
airto,1.0
airtom,1.0
airton,1.0
aisamaque,1.0
aisanain,1.0
aise,-1.0
aislan,1.0
aislane,-1.0
aissar,1.0
aister,1.0
aive,-1.0
aiza,-1.0
aize,-1.0
aiziz,-1.0
ajadir,1.0
ajaj,1.0
ajalirio,1.0
ajaliro,1.0
ajalmar,1.0
ajalon,1.0
ajax,1.0
ajesus,1.0
ajocenir,-1.0
ajose,-1.0
ajosileide,-1.0
ajuri,1.0
ajuricaba,1.0
akacio,1.0
akamilton,1.0
akassio,1.0
akdenis,1.0
akemi,-1.0
akenia,-1.0
akiana,-1.0
akiko,-1.0
akila,-1.0
akillys,1.0
akilson,1.0
akio,1.0
akira,1.0
akito,1.0
akleber,1.0
akson,1.0
akyrio,1.0
ala,1.0
alacede,1.0
alacid,1.0
alacide,1.0
alacidio,1.0
alacidy,1.0
alacieth,-1.0
alacildo,1.0
alacir,1.0
alacrino,1.0
alacy,1.0
aladel,1.0
aladi,1.0
aladia,-1.0
aladilmar,-1.0
aladim,1.0
aladino,1.0
aladio,1.0
aladir,0.75
alaecia,-1.0
alaecio,1.0
alaedice,1.0
alaelcio,1.0
alaeldio,1.0
alaelso,1.0
alaelson,1.0
alaene,-1.0
alaerci,-1.0
alaercio,1.0
alaerson,1.0
alaerte,1.0
alaerton,1.0
alaesse,1.0
alaeste,1.0
alaez,1.0
alaiane,-1.0
alaide,-0.961538461538
alaides,-0.4
alaidio,1.0
alaidivino,1.0
alail,1.0
alailde,-1.0
alaildo,1.0
alailson,1.0
alailton,1.0
alaim,1.0
alain,1.0
alaine,-1.0
alainho,1.0
alainy,-1.0
alair,0.694915254237
alairde,-1.0
alairson,1.0
alairto,1.0
alairton,1.0
alais,-1.0
alaisse,-1.0
alaiz,-1.0
alaksiel,1.0
alam,1.0
alamares,1.0
